Buchungskreis;Hauptbuchkonto;Geschäftsjahr;Buchungsperiode;Belegart;Belegnummer;Buchungsdatum;Belegdatum;Text;Soll/Haben-Kennz.;Buchungsschlüssel;Betrag in Hauswährung;Kostenstelle;Auftrag;PSP-Element;Einkaufsbeleg;Steuerkennzeichen;Geschäftsbereich;Ausgleichsbeleg;Konto Gegenbuchung;Material
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             10 ST ;";S;81;7,63;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             20 ST ;";S;81;15,26;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992            150 ST ;";S;81;114,43;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992            100 ST ;";S;81;76,29;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             40 ST ;";S;81;30,52;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992            100 ST ;";S;81;76,29;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             50 ST ;";S;81;38,14;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992            100 ST ;";S;81;76,29;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             50 ST ;";S;81;38,14;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             50 ST ;";S;81;38,15;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             40 ST ;";S;81;30,52;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992            100 ST ;";S;81;76,29;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             50 ST ;";S;81;38,14;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992            100 ST ;";S;81;76,29;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             10 ST ;";S;81;7,63;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992            990 ST ;";S;81;755,27;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             40 ST ;";S;81;30,52;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             30 ST ;";S;81;22,89;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992            100 ST ;";S;81;76,29;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             10 ST ;";S;81;7,63;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             30 ST ;";S;81;22,89;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             50 ST ;";S;81;38,14;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             50 ST ;";S;81;38,14;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             20 ST ;";S;81;15,26;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992            100 ST ;";S;81;76,29;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992            100 ST ;";S;81;76,29;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             80 ST ;";S;81;61,03;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             30 ST ;";S;81;22,89;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             50 ST ;";S;81;38,14;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             50 ST ;";S;81;38,15;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             50 ST ;";S;81;38,14;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             50 ST ;";S;81;38,15;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             50 ST ;";S;81;38,14;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             70 ST ;";S;81;53,40;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             70 ST ;";S;81;53,40;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             10 ST ;";S;81;7,63;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992            100 ST ;";S;81;76,29;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             80 ST ;";S;81;61,03;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             60 ST ;";S;81;45,77;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             60 ST ;";S;81;45,77;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             50 ST ;";S;81;38,15;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             50 ST ;";S;81;38,15;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             50 ST ;";S;81;38,15;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             50 ST ;";S;81;38,15;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             70 ST ;";S;81;53,40;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992            100 ST ;";S;81;76,29;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             70 ST ;";S;81;53,40;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             20 ST ;";S;81;15,26;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             20 ST ;";S;81;15,26;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             20 ST ;";S;81;15,26;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             80 ST ;";S;81;61,03;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             20 ST ;";S;81;15,26;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             50 ST ;";S;81;38,14;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             30 ST ;";S;81;22,89;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992            100 ST ;";S;81;76,29;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             30 ST ;";S;81;22,89;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             20 ST ;";S;81;15,26;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             70 ST ;";S;81;53,40;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992            100 ST ;";S;81;76,29;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             20 ST ;";S;81;15,26;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             20 ST ;";S;81;15,26;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             70 ST ;";S;81;53,40;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             20 ST ;";S;81;15,26;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             20 ST ;";S;81;15,26;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             80 ST ;";S;81;61,03;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             30 ST ;";S;81;22,89;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             30 ST ;";S;81;22,89;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992            120 ST ;";S;81;91,55;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             30 ST ;";S;81;22,89;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             10 ST ;";S;81;7,63;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992            150 ST ;";S;81;114,43;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992            150 ST ;";S;81;114,43;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992            100 ST ;";S;81;76,29;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             50 ST ;";S;81;38,14;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992            100 ST ;";S;81;76,29;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             40 ST ;";S;81;30,52;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992            220 ST ;";S;81;167,84;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             50 ST ;";S;81;38,14;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             80 ST ;";S;81;61,03;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             80 ST ;";S;81;61,03;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992            150 ST ;";S;81;114,43;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992            100 ST ;";S;81;76,29;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992            100 ST ;";S;81;76,29;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             80 ST ;";S;81;61,03;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992            100 ST ;";S;81;76,29;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             80 ST ;";S;81;61,03;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992            100 ST ;";S;81;76,29;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992            200 ST ;";S;81;152,58;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             50 ST ;";S;81;38,15;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992            100 ST ;";S;81;76,29;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             30 ST ;";S;81;22,89;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992            100 ST ;";S;81;76,29;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             50 ST ;";S;81;38,15;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             30 ST ;";S;81;22,89;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             50 ST ;";S;81;38,14;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992            200 ST ;";S;81;152,58;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992            200 ST ;";S;81;152,58;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992            200 ST ;";S;81;152,58;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992            200 ST ;";S;81;152,58;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992            200 ST ;";S;81;152,58;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             50 ST ;";S;81;38,14;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992            100 ST ;";S;81;76,29;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             20 ST ;";S;81;15,26;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             40 ST ;";S;81;30,52;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             30 ST ;";S;81;22,89;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             30 ST ;";S;81;22,89;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             50 ST ;";S;81;38,14;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             30 ST ;";S;81;22,89;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             50 ST ;";S;81;38,14;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992            120 ST ;";S;81;91,55;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             20 ST ;";S;81;15,26;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992            140 ST ;";S;81;106,81;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             10 ST ;";S;81;7,63;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             10 ST ;";S;81;7,63;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             20 ST ;";S;81;15,26;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992            140 ST ;";S;81;106,81;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             10 ST ;";S;81;7,63;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992            150 ST ;";S;81;114,43;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             80 ST ;";S;81;61,03;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992            100 ST ;";S;81;76,29;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002696;11.03.2025;11.03.2025;"992             10 ST ;";S;81;7,63;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002697;11.03.2025;11.03.2025;"202             60 ST ;Malstifte - Regionales Mark";H;91;-45,77;10070000;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002698;11.03.2025;11.03.2025;"931              1 ST ;Laufshirt Adidas - Damen XS";S;81;0,00;10064000;;;;;;;759004;Y-6593DXS
001;7108000;2025;3;WA;270002698;11.03.2025;11.03.2025;"931              5 ST ;Laufshirt Adidas - Damen S";S;81;0,00;10064000;;;;;;;759004;Y-6593DS
001;7108000;2025;3;WA;270002698;11.03.2025;11.03.2025;"931              5 ST ;Laufshirt Adidas - Damen M";S;81;0,00;10064000;;;;;;;759004;Y-6593DM
001;7108000;2025;3;WA;270002698;11.03.2025;11.03.2025;"931              7 ST ;Laufshirt Adidas - Damen L";S;81;0,00;10064000;;;;;;;759004;Y-6593DL
001;7108000;2025;3;WA;270002698;11.03.2025;11.03.2025;"931              1 ST ;Laufshirt Adidas - Damen XL";S;81;0,00;10064000;;;;;;;759004;Y-6593DXL
001;7108000;2025;3;WA;270002698;11.03.2025;11.03.2025;"931              3 ST ;Laufshirt Adidas - Herren X";S;81;0,00;10064000;;;;;;;759004;Y-6593HXS
001;7108000;2025;3;WA;270002698;11.03.2025;11.03.2025;"931              4 ST ;Laufshirt Adidas - Herren S";S;81;0,00;10064000;;;;;;;759004;Y-6593HS
001;7108000;2025;3;WA;270002698;11.03.2025;11.03.2025;"931             14 ST ;Laufshirt Adidas-Herren M";S;81;0,00;10064000;;;;;;;759004;Y-6593HM
001;7108000;2025;3;WA;270002698;11.03.2025;11.03.2025;"931             20 ST ;Laufshirt Adidas - Herren L";S;81;0,00;10064000;;;;;;;759004;Y-6593HL
001;7108000;2025;3;WA;270002698;11.03.2025;11.03.2025;"931             11 ST ;Laufshirt Adidas - Herren X";S;81;0,00;10064000;;;;;;;759004;Y-6593HXL
001;7108000;2025;3;WA;270002698;11.03.2025;11.03.2025;"931              4 ST ;Laufshirt Adidas - Herren X";S;81;0,00;10064000;;;;;;;759004;Y-6593HXXL
001;7108000;2025;3;WA;270002732;11.03.2025;11.03.2025;MSP-Item 7858;S;81;6,76;19150001;;;;;;;759004;Y-6582RM
001;7108000;2025;3;WA;270002732;11.03.2025;11.03.2025;MSP-Item 7993;S;81;32,85;19150001;;;;;;;759004;Y-6579RM
001;7108000;2025;3;WA;270002732;11.03.2025;11.03.2025;MSP-Item 7859;S;81;9,47;19150001;;;;;;;759004;Y-6677RM
001;7108000;2025;3;WA;270002733;11.03.2025;11.03.2025;MSP-Item 7944;S;81;40,70;19320001;;;;;;;759004;Y-6663RM
001;7108000;2025;3;WA;270002733;11.03.2025;11.03.2025;MSP-Item 7929;S;81;22,55;19320001;;;;;;;759004;Y-6542RM
001;7108000;2025;3;WA;270002733;11.03.2025;11.03.2025;MSP-Item 7941;S;81;40,86;19320001;;;;;;;759004;Y-6524RM
001;7108000;2025;3;WA;270002733;11.03.2025;11.03.2025;MSP-Item 7947;S;81;29,55;19320001;;;;;;;759004;Y-6503RM
001;7108000;2025;3;WA;270002733;11.03.2025;11.03.2025;MSP-Item 7939;S;81;22,56;19320001;;;;;;;759004;Y-6500RM
001;7108000;2025;3;WA;270002733;11.03.2025;11.03.2025;MSP-Item 7948;S;81;20,59;19320001;;;;;;;759004;Y-6523RM
001;7108000;2025;3;WA;270002733;11.03.2025;11.03.2025;MSP-Item 7936;S;81;16,42;19320001;;;;;;;759004;Y-6579RM
001;7108000;2025;3;WA;270002733;11.03.2025;11.03.2025;MSP-Item 7942;S;81;42,12;19320001;;;;;;;759004;Y-6586RM
001;7108000;2025;3;WA;270002733;11.03.2025;11.03.2025;MSP-Item 7943;S;81;37,49;19320001;;;;;;;759004;Y-6536RM
001;7108000;2025;3;WA;270002733;11.03.2025;11.03.2025;MSP-Item 7935;S;81;15,26;19320001;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002733;11.03.2025;11.03.2025;MSP-Item 7932;S;81;59,05;19320001;;;;;;;759004;Y-6555RM
001;7108000;2025;3;WA;270002733;11.03.2025;11.03.2025;MSP-Item 7940;S;81;119,14;19320001;;;;;;;759004;Y-6678RM
001;7108000;2025;3;WA;270002733;11.03.2025;11.03.2025;MSP-Item 7946;S;81;19,51;19320001;;;;;;;759004;Y-6564RM
001;7108000;2025;3;WA;270002733;11.03.2025;11.03.2025;MSP-Item 7938;S;81;19,91;19320001;;;;;;;759004;Y-6665RM
001;7108000;2025;3;WA;270002733;11.03.2025;11.03.2025;MSP-Item 7931;S;81;163,67;19320001;;;;;;;759004;Y-6537RM
001;7108000;2025;3;WA;270002733;11.03.2025;11.03.2025;MSP-Item 7930;S;81;29,51;19320001;;;;;;;759004;Y-6502RM
001;7108000;2025;3;WA;270002734;11.03.2025;11.03.2025;MSP-Item 7987;S;81;11,14;19550001;;;;;;;759004;Y-6607RM
001;7108000;2025;3;WA;270002734;11.03.2025;11.03.2025;MSP-Item 7986;S;81;147,56;19550001;;;;;;;759004;Y-6502RM
001;7108000;2025;3;WA;270002734;11.03.2025;11.03.2025;MSP-Item 7989;S;81;104,42;19550001;;;;;;;759004;Y-6679RM
001;7108000;2025;3;WA;270002734;11.03.2025;11.03.2025;MSP-Item 7988;S;81;33,93;19550001;;;;;;;759004;Y-6548RM
001;7108000;2025;3;WA;270002734;11.03.2025;11.03.2025;MSP-Item 7990;S;81;24,21;19550001;;;;;;;759004;Y-6668RM
001;7108000;2025;3;WA;270002735;11.03.2025;11.03.2025;MSP-Item 8044;S;81;33,10;19440001;;;;;;;759004;Y-6538RM
001;7108000;2025;3;WA;270002735;11.03.2025;11.03.2025;MSP-Item 8041;S;81;73,74;19440001;;;;;;;759004;Y-6603RM
001;7108000;2025;3;WA;270002735;11.03.2025;11.03.2025;MSP-Item 8037;S;81;38,28;19440001;;;;;;;759004;Y-6585RM
001;7108000;2025;3;WA;270002735;11.03.2025;11.03.2025;MSP-Item 8034;S;81;24,55;19440001;;;;;;;759004;Y-6537RM
001;7108000;2025;3;WA;270002735;11.03.2025;11.03.2025;MSP-Item 8043;S;81;11,76;19440001;;;;;;;759004;Y-6543RM
001;7108000;2025;3;WA;270002735;11.03.2025;11.03.2025;MSP-Item 8039;S;81;49,98;19440001;;;;;;;759004;Y-6691RM
001;7108000;2025;3;WA;270002735;11.03.2025;11.03.2025;MSP-Item 8038;S;81;22,62;19440001;;;;;;;759004;Y-6548RM
001;7108000;2025;3;WA;270002735;11.03.2025;11.03.2025;MSP-Item 8035;S;81;17,71;19440001;;;;;;;759004;Y-6502RM
001;7108000;2025;3;WA;270002735;11.03.2025;11.03.2025;MSP-Item 8036;S;81;29,99;19440001;;;;;;;759004;Y-6536RM
001;7108000;2025;3;WA;270002735;11.03.2025;11.03.2025;MSP-Item 8042;S;81;20,59;19440001;;;;;;;759004;Y-6523RM
001;7108000;2025;3;WA;270002735;11.03.2025;11.03.2025;MSP-Item 8051;S;81;22,81;19440001;;;;;;;759004;Y-6515RM
001;7108000;2025;3;WA;270002735;11.03.2025;11.03.2025;MSP-Item 8048;S;81;34,92;19440001;;;;;;;759004;Y-6506RM
001;7108000;2025;3;WA;270002735;11.03.2025;11.03.2025;MSP-Item 8046;S;81;22,89;19440001;;;;;;;759004;Y-6581RM
001;7108000;2025;3;WA;270002735;11.03.2025;11.03.2025;MSP-Item 8045;S;81;24,63;19440001;;;;;;;759004;Y-6579RM
001;7108000;2025;3;WA;270002735;11.03.2025;11.03.2025;MSP-Item 8050;S;81;17,73;19440001;;;;;;;759004;Y-6503RM
001;7108000;2025;3;WA;270002735;11.03.2025;11.03.2025;MSP-Item 8040;S;81;44,29;19440001;;;;;;;759004;Y-6555RM
001;7108000;2025;3;WA;270002735;11.03.2025;11.03.2025;MSP-Item 8047;S;81;35,09;19440001;;;;;;;759004;Y-6674RM
001;7108000;2025;3;WA;270002735;11.03.2025;11.03.2025;MSP-Item 8049;S;81;37,89;19440001;;;;;;;759004;Y-6677RM
001;7108000;2025;3;WA;270002736;11.03.2025;11.03.2025;MSP-Item 7789;S;81;16,10;19290000;;;;;;;759004;Y-6675RM
001;7108000;2025;3;WA;270002736;11.03.2025;11.03.2025;MSP-Item 7788;S;81;32,04;19290000;;;;;;;759004;Y-6521RM
001;7108000;2025;3;WA;270002736;11.03.2025;11.03.2025;MSP-Item 7785;S;81;32,04;19290000;;;;;;;759004;Y-6521RM
001;7108000;2025;3;WA;270002736;11.03.2025;11.03.2025;MSP-Item 7796;S;81;9,09;19290000;;;;;;;759004;Y-6531RM
001;7108000;2025;3;WA;270002736;11.03.2025;11.03.2025;MSP-Item 7786;S;81;80,48;19290000;;;;;;;759004;Y-6675RM
001;7108000;2025;3;WA;270002736;11.03.2025;11.03.2025;MSP-Item 7795;S;81;24,21;19290000;;;;;;;759004;Y-6668RM
001;7108000;2025;3;WA;270002737;11.03.2025;11.03.2025;MSP-Item 7961;S;81;18,95;19200001;;;;;;;759004;Y-6677RM
001;7108000;2025;3;WA;270002738;11.03.2025;11.03.2025;"KST             10 ST ;";S;81;22,01;31040000;;;;;;;759004;Y-6668_BGM
001;7108000;2025;3;WA;270002738;11.03.2025;11.03.2025;"KST             50 ST ;";S;81;17,27;31040000;;;;;;;759004;Y-6675_BGM
001;7108000;2025;3;WA;270002738;11.03.2025;11.03.2025;"KST             10 ST ;";S;81;1,94;31040000;;;;;;;759004;Y-6503_BGM
001;7108000;2025;3;WA;270002738;11.03.2025;11.03.2025;"KST              5 ST ;";S;81;6,27;31040000;;;;;;;759004;Y-6522_BGM
001;7108000;2025;3;WA;270002738;11.03.2025;11.03.2025;"KST              5 ST ;";S;81;11,68;31040000;;;;;;;759004;Y-6557_BGM
001;7108000;2025;3;WA;270002738;11.03.2025;11.03.2025;"KST             10 ST ;";S;81;16,39;31040000;;;;;;;759004;Y-6603_BGM
001;7108000;2025;3;WA;270002738;11.03.2025;11.03.2025;"KST             10 ST ;";S;81;15,47;31040000;;;;;;;759004;Y-6673_BGM
001;7108000;2025;3;WA;270002738;11.03.2025;11.03.2025;"KST            100 ST ;";S;81;20,96;31040000;;;;;;;759004;Y-6551_BGM
001;7108000;2025;3;WA;270002739;11.03.2025;11.03.2025;"KST             20 ST ;";S;81;24,99;31050000;;;;;;;759004;Y-6691_BGM
